"","X1","YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","Latitude","Longitude","LocationId","State"
"623",43514,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",27.3,21.64,33.7,"Were not in a physical fight",72.7,66.3,78.36,211,"Male","Total","12th","32.83968109300048"," -83.62758034599966","13","Georgia"
"624",45329,1991,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",45.7,41.98,49.43,"Were not in a physical fight",54.3,50.57,58.02,1475,"Total","Total","9th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"625",46964,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",24.8,17.32,34.26,"Were not in a physical fight",75.2,65.74,82.68,231,"Female","Total","9th","32.84057112200048"," -86.63186076199969","01","Alabama"
"626",47249,2001,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",26.6,21.3,32.72,"Were not in a physical fight",73.4,67.28,78.7,367,"Total","Total","12th","44.39319117400049"," -89.81637074199966","55","Wisconsin"
"627",48068,2001,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",17,9.21,29.35,"Were not in a physical fight",83,70.65,90.79,130,"Total","Asian","Total","31.827240407000488"," -99.42677020599967","48","Texas"
"628",48135,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",38.7,31.4,46.47,"Were not in a physical fight",61.3,53.53,68.6,185,"Male","Total","9th","43.65595011300047"," -71.50036091999965","33","New Hampshire"
"629",48692,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",36.9,31.67,42.5,"Were not in a physical fight",63.1,57.5,68.33,438,"Male","Total","9th","41.6410409880005"," -99.36572062299967","31","Nebraska"
"630",49221,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",47.1,42.02,52.28,"Were not in a physical fight",52.9,47.72,57.98,703,"Male","Hispanic or Latino","Total","31.827240407000488"," -99.42677020599967","48","Texas"
"631",49616,1999,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",24.5,21.61,27.72,"Were not in a physical fight",75.5,72.28,78.39,1691,"Total","White","10th","43.62538123900049"," -72.51764079099962","50","Vermont"
"632",52,2013,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,40.8,37.7,44.01,"Were trying to lose weight",59.2,55.99,62.3,914,"Female","Total","Total","43.682630005000476"," -114.3637300419997","16","Idaho"
"633",604,2003,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,71.1,63.46,77.7,"Were trying to lose weight",28.9,22.3,36.54,207,"Male","Total","10th","43.23554134300048"," -108.10983035299967","56","Wyoming"
"634",1296,2011,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,57.9,52.43,63.26,"Were trying to lose weight",42.1,36.74,47.57,362,"Total","White","10th","47.47531977900047"," -100.11842104899966","38","North Dakota"
"635",1595,2001,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,39.8,34.39,45.39,"Were trying to lose weight",60.2,54.61,65.61,632,"Female","Total","Total","45.254228894000505"," -68.98503133599962","23","Maine"
"636",1857,1993,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,78.4,74.73,81.61,"Were trying to lose weight",21.6,18.39,25.27,443,"Male","White","11th","43.682630005000476"," -114.3637300419997","16","Idaho"
"637",2316,2009,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,62.7,57.22,67.96,"Were trying to lose weight",37.3,32.04,42.78,433,"Total","White","9th","31.827240407000488"," -99.42677020599967","48","Texas"
"638",2388,2003,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,58.5,51.69,64.98,"Were trying to lose weight",41.5,35.02,48.31,419,"Total","Total","11th","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"639",2938,2009,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,74.8,64.7,82.74,"Were trying to lose weight",25.2,17.26,35.3,190,"Male","Total","11th","38.843840757000464"," -106.13361092099967","08","Colorado"
"640",4077,2001,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,59.5,55.87,63.07,"Were trying to lose weight",40.5,36.93,44.13,893,"Total","Total","11th","28.932040377000476"," -81.92896053899966","12","Florida"
"641",4395,1993,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,35.5,33.29,37.75,"Were trying to lose weight",64.5,62.25,66.71,1387,"Female","Total","Total","43.65595011300047"," -71.50036091999965","33","New Hampshire"
"642",5282,1995,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,60.6,54.64,66.34,"Were trying to lose weight",39.4,33.66,45.36,335,"Total","Total","12th","45.254228894000505"," -68.98503133599962","23","Maine"
"643",5547,2003,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,37.9,32.8,43.33,"Were trying to lose weight",62.1,56.67,67.2,771,"Female","White","9th","43.62538123900049"," -72.51764079099962","50","Vermont"
"644",6203,2011,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,44.2,31.92,57.2,"Were trying to lose weight",55.8,42.8,68.08,117,"Female","White","10th","31.31266064400046"," -92.44568007099969","22","Louisiana"
"645",6772,2007,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,71.8,59.46,81.61,"Were trying to lose weight",28.2,18.39,40.54,117,"Male","Hispanic or Latino","12th","28.932040377000476"," -81.92896053899966","12","Florida"
"646",7693,2009,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,69.1,61.34,75.95,"Were trying to lose weight",30.9,24.05,38.66,327,"Male","Total","9th","40.48501028300046"," -88.99771017799969","17","Illinois"
"647",8213,2009,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,55.9,51.76,60.01,"Were trying to lose weight",44.1,39.99,48.24,1362,"Total","Total","Total","64.84507995700051"," -147.72205903599973","02","Alaska"
"648",8240,2007,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,43.3,34.45,52.69,"Were trying to lose weight",56.7,47.31,65.55,248,"Female","Total","9th","32.745510099000455"," -89.53803082499968","28","Mississippi"
"649",9275,1991,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,43.7,37.62,49.89,"Were trying to lose weight",56.3,50.11,62.38,273,"Female","Total","10th","32.83968109300048"," -83.62758034599966","13","Georgia"
"650",9957,2001,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,38.4,35.16,41.74,"Were trying to lose weight",61.6,58.26,64.84,1096,"Female","White","Total","47.06652897200047"," -109.42442064499971","30","Montana"
"651",10644,2015,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,39.9,34.04,45.98,"Were trying to lose weight",60.1,54.02,65.96,379,"Female","Total","11th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"652",11516,2011,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,67.8,57.82,76.34,"Were trying to lose weight",32.2,23.66,42.18,111,"Male","Total","11th","35.47203135600046"," -97.52107021399968","40","Oklahoma"
"653",11762,1995,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,54.1,45.46,62.48,"Were trying to lose weight",45.9,37.52,54.54,236,"Total","White","9th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"654",13425,2011,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,55.9,50.14,61.51,"Were trying to lose weight",44.1,38.49,49.86,452,"Total","Total","12th","35.466220975000454"," -79.15925046299964","37","North Carolina"
"655",13452,1993,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,54.8,49.99,59.43,"Were trying to lose weight",45.2,40.57,50.01,639,"Total","Total","12th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"656",13628,2013,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,49.2,40.49,58.01,"Were trying to lose weight",50.8,41.99,59.51,800,"Total","Hispanic or Latino","11th","42.82700103200045"," -75.54397042699964","36","New York"
"657",13632,1999,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,36.9,30.8,43.48,"Were trying to lose weight",63.1,56.52,69.2,307,"Female","Total","11th","47.47531977900047"," -100.11842104899966","38","North Dakota"
"658",13679,2005,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,26.1,18.75,35.03,"Were trying to lose weight",73.9,64.97,81.25,132,"Female","White","11th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"659",14152,1993,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,34,26.86,41.92,"Were trying to lose weight",66,58.08,73.14,285,"Female","White","11th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"660",14535,2013,"Obesity, Overweight, and Weight Control","Weight Control","Weight loss","Were not trying to lose weight",,74,68.26,78.99,"Were trying to lose weight",26,21.01,31.74,276,"Male","White","9th","43.23554134300048"," -108.10983035299967","56","Wyoming"
