"YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","GeoLocation","TopicId","SubTopicID","QuestionCode","LocationId","StratificationType","State"
2011,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Suicide plan","Made a plan about how they would attempt suicide","during the 12 months before the survey",19.7,15.61,24.55,"Did not make a plan about how they would attempt suicide",80.3,75.45,84.39,309,"Female","Hispanic or Latino","10th","(31.827240407000488, -99.42677020599967)","UIV01","SRB01","H28","48","State","Texas"
2009,"Dietary Behaviors","Vegetables","No vegetable eating","Did not eat vegetables","green salad, potatoes (excluding French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",3.2,2.16,4.8,"Ate vegetables",96.8,95.2,97.84,1421,"Total","White","Total","(40.79373015200048, -77.86070029399963)","DBH01","VEG01","QNVEG0","42","State","Pennsylvania"
2015,"Physical Activity","Physical Activity","Television watching","Watched 3 or more hours per day of television","on an average school day",26.3,17.07,38.15,"Did not watch 3 or more hours per day of television",73.7,61.85,82.93,150,"Female","White","9th","(32.745510099000455, -89.53803082499968)","PHA01","PAC01","H81","28","State","Mississippi"
2003,"Alcohol and Other Drug Use","Other Drug Use","Ever inhalant use","Ever used inhalants","sniffed glue, breathed the contents of aerosol spray cans, or inhaled any paints or sprays to get high, one or more times during their life",10,7.66,13.03,"Never used inhalants",90,86.97,92.34,188,"Male","White","9th","(39.766910452000445, -86.14996019399968)","AOD01","ODU01","H51","18","State","Indiana"
2003,"Sexual Behaviors","Sexual Behaviors","Birth control pill use","Did not use birth control pills","before last sexual intercourse to prevent pregnancy, among students who were currently sexually active",80.7,76.15,84.48,"Used birth control pills",19.3,15.52,23.85,351,"Male","Total","Total","(47.06652897200047, -109.42442064499971)","SBH01","SXB01","H66","30","State","Montana"
2013,"Dietary Behaviors","Milk","No milk drinking","Did not drink milk","during the 7 days before the survey",18.6,13.6,24.81,"Drank milk",81.4,75.19,86.4,191,"Female","Hispanic or Latino","Total","(47.06652897200047, -109.42442064499971)","DBH01","MLK01","H78","30","State","Montana"
2003,"Alcohol and Other Drug Use","Alcohol Use","Initiation of alcohol use","Drank alcohol before age 13 years","for the first time other than a few sips",28,24.92,31.28,"Did not drink alcohol before age 13 years",72,68.72,75.08,1003,"Total","Total","10th","(28.932040377000476, -81.92896053899966)","AOD01","ALC01","H42","12","State","Florida"
2011,"Tobacco Use","Other Tobacco Use","Current cigarette or cigar use","Currently smoked cigarettes or cigars","on at least 1 day during the 30 days before the survey",24.5,21.31,28.02,"N/A",75.5,71.98,78.69,872,"Total","Total","11th","(39.008830667000495, -75.57774116799965)","TUS01","OTU01","QNTOB2","10","State","Delaware"
2003,"Unintentional Injuries and Violence","Behaviors that Contribute to Unintentional Injuries","Riding with a drinking driver","Rode with a driver who had been drinking alcohol","in a car or other vehicle one or more times during the 30 days before the survey",20.4,17.53,23.69,"Did not ride with a driver who had been drinking alcohol",79.6,76.31,82.47,784,"Male","White","9th","(43.62538123900049, -72.51764079099962)","UIV01","UIN01","H10","50","State","Vermont"
2015,"Dietary Behaviors","Fruit and fruit juices","No fruit consumption","Did not eat fruit or drink 100% fruit juices","during the 7 days before the survey",14.8,7.58,26.86,"Ate fruit or drank 100% fruit juices",85.2,73.14,92.42,151,"Male","Total","12th","(38.66551020200046, -80.71264013499967)","DBH01","FFJ01","QNFR0","54","State","West Virginia"
2013,"Sexual Behaviors","Sexual Behaviors","Condom use","Did not use a condom","during last sexual intercourse, among students who were currently sexually active",35,30.72,39.58,"Used a condom",65,60.42,69.28,203,"Total","Total","11th","(41.56266102000046, -72.64984095199964)","SBH01","SXB01","H65","09","State","Connecticut"
2005,"Alcohol and Other Drug Use","Other Drug Use","Ever marijuana use","Ever used marijuana","one or more times during their life",39.5,29.67,50.3,"Never used marijuana",60.5,49.7,70.33,157,"Total","White","10th","(39.29058096400047, -76.60926011099963)","AOD01","ODU01","H47","24","State","Maryland"
2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Safety concerns at school","Did not go to school because they felt unsafe at school or on their way to or from school","on at least 1 day during the 30 days before the survey",9.2,6.19,13.43,"N/A",90.8,86.57,93.81,204,"Male","Total","11th","(34.74865012400045, -92.27449074299966)","UIV01","VIO01","H16","05","State","Arkansas"
2003,"Alcohol and Other Drug Use","Other Drug Use","Ever steroid use","Ever took steroids without a doctor's prescription","pills or shots, one or more times during their life",4.6,3.29,6.5,"Never took steroids without a doctor's prescription",95.4,93.5,96.71,1408,"Total","White","Total","(47.47531977900047, -100.11842104899966)","AOD01","ODU01","H56","38","State","North Dakota"
1999,"Dietary Behaviors","Vegetables","Vegetable eating >=1 time","N/A","green salad, potatoes (excluding French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",37.9,28.52,48.24,"Ate vegetables one or more times per day",62.1,51.76,71.48,129,"Total","Black or African American","10th","(39.008830667000495, -75.57774116799965)","DBH01","VEG01","QNVEG1","10","State","Delaware"
2015,"Alcohol and Other Drug Use","Alcohol Use","Source of alcohol","Usually obtained the alcohol they drank by someone giving it to them","during the 30 days before the survey, among students who currently drank alcohol",31,23.35,39.79,"Did not usually obtain the alcohol they drank by someone giving it to them",69,60.21,76.65,141,"Total","White","12th","(41.56266102000046, -72.64984095199964)","AOD01","ALC01","H46","09","State","Connecticut"
2011,"Dietary Behaviors","Fruit and fruit juices","No fruit consumption","Did not eat fruit or drink 100% fruit juices","during the 7 days before the survey",4.1,1.78,8.98,"Ate fruit or drank 100% fruit juices",95.9,91.02,98.22,196,"Female","Total","12th","(38.34774030000045, -98.20078122699965)","DBH01","FFJ01","QNFR0","20","State","Kansas"
2007,"Physical Activity","Physical Activity","Daily PE attendance","Did not attend physical education classes on all 5 days","in an average week when they were in school",68.5,62.52,73.92,"Attended physical education classes on all 5 days",31.5,26.08,37.48,599,"Total","Black or African American","Total","(35.466220975000454, -79.15925046299964)","PHA01","PAC01","QNDLYPE","37","State","North Carolina"
2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Unintentional Injuries","Seat belt use","Never or rarely wore a seat belt","when riding in a car driven by someone else",9.5,7.21,12.48,"Sometimes, most of the time, or always wore a seat belt",90.5,87.52,92.79,455,"Total","Total","9th","(47.47531977900047, -100.11842104899966)","UIV01","UIN01","H9","38","State","North Dakota"
2013,"Physical Activity","Physical Activity","Physical activity >= 5 days","Were not physically active at least 60 minutes per day on 5 or more days","doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey",57.1,49.15,64.63,"Were physically active at least 60 minutes per day on 5 or more days",42.9,35.37,50.85,232,"Female","Total","9th","(40.13057004800049, -74.27369128799967)","PHA01","PAC01","H80","34","State","New Jersey"
2011,"Obesity, Overweight, and Weight Control","Obesity and Overweight","Obesity","Had obesity",">= 95th percentile for body mass index, based on sex- and age-specific reference data from the 2000 CDC growth charts",12.4,8.15,18.35,"N/A",87.6,81.65,91.85,1038,"Male","White","Total","(41.70828019300046, -71.52247031399963)","OOW01","OOW01","QNOBESE","44","State","Rhode Island"
2009,"Dietary Behaviors","Milk","Milk drinking >= 1 glass","N/A","during the 7 days before the survey",62.4,54.27,69.86,"Drank one or more glasses per day of milk",37.6,30.14,45.73,183,"Total","Hispanic or Latino","Total","(35.47203135600046, -97.52107021399968)","DBH01","MLK01","QNMILK1","40","State","Oklahoma"
2009,"Other Health Topics","Asthma","Asthma","Had ever been told by a doctor or nurse that they had asthma",,20,16.24,24.32,"Had never been told by a doctor or nurse that they had asthma",80,75.68,83.76,368,"Total","White","10th","(38.34774030000045, -98.20078122699965)","OHT01","ASM01","H87","20","State","Kansas"
2015,"Physical Activity","Physical Activity","Physical activity >= 5 days","Were not physically active at least 60 minutes per day on 5 or more days","doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey",53.8,46,61.33,"Were physically active at least 60 minutes per day on 5 or more days",46.2,38.67,54,269,"Female","White","10th","(43.23554134300048, -108.10983035299967)","PHA01","PAC01","H80","56","State","Wyoming"
2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Injurious physical fighting","Were injured in a physical fight","one or more times during the 12 months before the survey and injuries had to be treated by a doctor or nurse",2.8,1.17,6.39,"Were not injured in a physical fight",97.2,93.61,98.83,440,"Total","Total","11th","(44.353130053000484, -100.3735306369997)","UIV01","VIO01","H19","46","State","South Dakota"
2013,"Sexual Behaviors","Sexual Behaviors","IUD or implant use","Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon)","before last sexual intercourse to prevent pregnancy, among students who were currently sexually active",97.5,93.33,99.12,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon)",2.5,0.88,6.67,191,"Total","Total","12th","(43.23554134300048, -108.10983035299967)","SBH01","SXB01","QNIUDIMP","56","State","Wyoming"
2005,"Physical Activity","Physical Activity","Television watching","Watched 3 or more hours per day of television","on an average school day",41.1,32.58,50.22,"Did not watch 3 or more hours per day of television",58.9,49.78,67.42,173,"Male","Total","11th","(35.68094058000048, -85.77449091399967)","PHA01","PAC01","H81","47","State","Tennessee"
2009,"Alcohol and Other Drug Use","Other Drug Use","Illegal injected drug use","Ever injected any illegal drug","used a needle to inject any illegal drug into their body one or more times during their life",1.2,0.75,2,"Never injected any illegal drug",98.8,98,99.25,1427,"Total","White","Total","(40.79373015200048, -77.86070029399963)","AOD01","ODU01","H58","42","State","Pennsylvania"
1999,"Obesity, Overweight, and Weight Control","Weight Control","Perception of weight","Described themselves as slightly or very overweight",,29.6,25.36,34.29,"N/A",70.4,65.71,74.64,677,"Total","Total","9th","(40.06021014100048, -82.40426005599966)","OOW01","WTC01","H69","39","State","Ohio"
2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Electronic bullying","Were electronically bullied","counting being bullied through e-mail, chat rooms, instant messaging, Web sites, or texting during the 12 months before the survey",13.4,8.67,20.19,"Were not electronically bullied",86.6,79.81,91.33,196,"Female","Black or African American","Total","(32.84057112200048, -86.63186076199969)","UIV01","VIO01","H25","01","State","Alabama"
2015,"Alcohol and Other Drug Use","Other Drug Use","Ever heroin use","Ever used heroin","also called ""smack,"" ""junk,"" or ""China white,"" one or more times during their life",5.8,2.34,13.68,"Never used heroin",94.2,86.32,97.66,173,"Male","Hispanic or Latino","10th","(40.48501028300046, -88.99771017799969)","AOD01","ODU01","H52","17","State","Illinois"
2015,"Alcohol and Other Drug Use","Alcohol Use","Ever alcohol use","Ever drank alcohol","at least one drink of alcohol on at least 1 day during their life",61.9,54.62,68.68,"Never drank alcohol",38.1,31.32,45.38,299,"Total","Total","11th","(32.84057112200048, -86.63186076199969)","AOD01","ALC01","H41","01","State","Alabama"
2009,"Physical Activity","Physical Activity","Physical activity","Did not participate in at least 60 minutes of physical activity on at least 1 day","doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey",16.2,9.92,25.24,"Participated in at least 60 minutes of physical activity on at least 1 day",83.8,74.76,90.08,107,"Male","White","12th","(38.66551020200046, -80.71264013499967)","PHA01","PAC01","QNPA0DAY","54","State","West Virginia"
2015,"Unintentional Injuries and Violence","Suicide-Related Behaviors","Injurious suicide attempt","Attempted suicide that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse","during the 12 months before the survey",14.6,3.47,44.68,"Did not attempt suicide that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse",85.4,55.32,96.53,147,"Female","Hispanic or Latino","10th","(35.466220975000454, -79.15925046299964)","UIV01","SRB01","H30","37","State","North Carolina"
